               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.019356,            0.018415,           0.0038881,              0.7891,             0.63032,             0.69041,             0.45939,            0.038526,            0.033383,            0.015964,           0.0053587,           0.0053587,           0.0053587
                 155,            0.019459,            0.018168,            0.004039,             0.79337,             0.62573,             0.69219,             0.46116,            0.038469,            0.033631,            0.016728,           0.0053116,           0.0053116,           0.0053116
                 156,            0.019309,            0.018016,           0.0038817,             0.80732,             0.62235,             0.69414,             0.46125,            0.038554,            0.033793,            0.016493,           0.0052645,           0.0052645,           0.0052645
                 157,             0.01901,            0.017992,           0.0037749,             0.76944,             0.64996,             0.69344,             0.45951,            0.038459,            0.033228,            0.015935,           0.0052174,           0.0052174,           0.0052174
                 158,            0.019354,            0.018387,           0.0038248,             0.80372,             0.62619,             0.69045,             0.46233,            0.038369,            0.033292,            0.015531,           0.0051704,           0.0051704,           0.0051704
                 159,            0.018423,            0.018256,           0.0035703,              0.8082,             0.62445,             0.69181,             0.46131,            0.038413,            0.033641,            0.015304,           0.0051234,           0.0051234,           0.0051234
                 160,            0.018891,            0.018024,           0.0036958,             0.80096,             0.62573,              0.6869,              0.4571,             0.03863,            0.033961,            0.015281,           0.0050765,           0.0050765,           0.0050765
                 161,            0.018921,            0.017562,           0.0033588,             0.78669,             0.63168,             0.69081,             0.46179,             0.03857,            0.034121,            0.015573,           0.0050296,           0.0050296,           0.0050296
                 162,            0.018615,            0.018519,           0.0036932,             0.79198,             0.62543,             0.69019,             0.46328,            0.038748,            0.033715,            0.016393,           0.0049828,           0.0049828,           0.0049828
                 163,            0.018907,             0.01797,           0.0036454,             0.78019,             0.63702,             0.69046,             0.45939,            0.038822,            0.033823,            0.016431,            0.004936,            0.004936,            0.004936
                 164,            0.018425,            0.017703,           0.0035225,             0.81017,             0.62625,             0.69498,             0.46438,            0.038514,            0.033795,            0.016286,           0.0048893,           0.0048893,           0.0048893
                 165,            0.018514,            0.017752,            0.003634,             0.81172,             0.62325,             0.69279,             0.46458,            0.038292,            0.034092,            0.016149,           0.0048426,           0.0048426,           0.0048426
                 166,            0.018595,            0.017921,           0.0039368,             0.78728,             0.63342,             0.69537,              0.4653,            0.038275,            0.033649,            0.016441,            0.004796,            0.004796,            0.004796
                 167,             0.01853,            0.017853,           0.0039222,             0.79908,             0.63112,              0.6943,             0.46602,            0.038365,             0.03353,             0.01615,           0.0047495,           0.0047495,           0.0047495
                 168,            0.018625,             0.01813,           0.0035874,             0.81164,             0.62023,             0.69159,             0.46555,            0.038401,            0.034088,            0.015851,           0.0047031,           0.0047031,           0.0047031
                 169,            0.018022,            0.017846,           0.0035426,             0.79486,             0.63635,             0.69312,             0.46734,            0.038315,            0.034033,            0.016047,           0.0046568,           0.0046568,           0.0046568
                 170,            0.018007,            0.017538,           0.0034638,              0.8051,             0.63261,             0.69617,             0.46592,            0.038641,            0.034235,               0.016,           0.0046105,           0.0046105,           0.0046105
                 171,            0.018016,            0.017808,           0.0031933,             0.79646,             0.63247,             0.69856,             0.46793,            0.038599,            0.034091,            0.016312,           0.0045644,           0.0045644,           0.0045644
                 172,            0.018064,            0.016941,           0.0031014,             0.78571,              0.6405,               0.693,             0.46609,             0.03875,            0.034698,             0.01668,           0.0045184,           0.0045184,           0.0045184
                 173,            0.018449,            0.017538,           0.0031831,             0.77035,             0.63816,             0.68897,             0.46163,            0.038778,            0.034949,            0.016246,           0.0044724,           0.0044724,           0.0044724
                 174,            0.018154,            0.017597,           0.0032002,             0.81331,             0.61226,             0.68662,             0.46046,            0.038958,            0.035228,            0.016734,           0.0044266,           0.0044266,           0.0044266
                 175,            0.017879,            0.017361,           0.0032891,             0.80367,             0.61884,              0.6883,              0.4575,            0.038811,            0.034944,            0.016266,           0.0043809,           0.0043809,           0.0043809
                 176,            0.017586,            0.017153,           0.0032514,             0.80885,             0.62322,             0.68982,              0.4605,            0.038646,            0.034982,             0.01663,           0.0043353,           0.0043353,           0.0043353
                 177,              0.0179,            0.017329,           0.0032304,             0.81703,             0.61419,             0.69262,              0.4641,             0.03852,            0.034806,            0.016605,           0.0042899,           0.0042899,           0.0042899
                 178,            0.017698,            0.016891,           0.0030294,             0.80645,             0.62232,             0.69155,             0.46283,            0.038391,            0.035142,            0.016079,           0.0042445,           0.0042445,           0.0042445
                 179,            0.017456,             0.01665,           0.0033167,             0.80111,             0.62303,             0.68943,             0.46227,            0.038456,            0.034912,             0.01591,           0.0041994,           0.0041994,           0.0041994
                 180,            0.017454,            0.017263,           0.0033901,             0.78684,             0.63212,             0.69137,             0.46165,             0.03844,            0.034765,            0.015506,           0.0041543,           0.0041543,           0.0041543
                 181,            0.017688,            0.017274,           0.0037103,             0.79005,             0.62959,             0.68873,             0.46154,             0.03854,            0.035082,            0.015791,           0.0041094,           0.0041094,           0.0041094
                 182,            0.017368,            0.016724,           0.0034169,             0.79873,             0.63302,             0.69231,             0.46523,            0.038633,            0.034951,            0.015845,           0.0040647,           0.0040647,           0.0040647
                 183,            0.017509,            0.016428,           0.0031414,             0.80202,             0.62827,             0.69364,             0.46656,            0.038803,            0.035374,            0.015796,           0.0040201,           0.0040201,           0.0040201
                 184,            0.017107,            0.016664,           0.0034438,             0.82198,             0.62137,             0.69659,              0.4666,             0.03872,            0.035476,            0.016111,           0.0039757,           0.0039757,           0.0039757
                 185,            0.017068,            0.016484,           0.0030625,             0.79555,             0.63655,              0.6963,             0.46584,            0.038734,            0.035547,            0.016142,           0.0039314,           0.0039314,           0.0039314
                 186,            0.017585,             0.01698,           0.0031747,             0.79512,             0.63487,             0.69498,             0.46614,            0.038664,            0.035442,             0.01606,           0.0038873,           0.0038873,           0.0038873
                 187,            0.017102,            0.016281,            0.003098,             0.77903,             0.64303,              0.6935,             0.46765,            0.038798,            0.035714,            0.016076,           0.0038434,           0.0038434,           0.0038434
                 188,            0.017069,            0.016612,           0.0031237,             0.81129,             0.61772,             0.69267,             0.46592,             0.03889,            0.036088,            0.016337,           0.0037997,           0.0037997,           0.0037997
                 189,            0.016933,             0.01589,           0.0030783,             0.79582,             0.62955,             0.68841,             0.46373,            0.038825,            0.036516,            0.016556,           0.0037562,           0.0037562,           0.0037562
                 190,            0.017182,            0.016605,           0.0031052,             0.80196,             0.61998,             0.68412,             0.46117,            0.038973,            0.036513,            0.016745,           0.0037128,           0.0037128,           0.0037128
                 191,            0.016806,            0.016079,           0.0030909,             0.78592,             0.63172,             0.68342,             0.46026,            0.039078,            0.036656,             0.01704,           0.0036697,           0.0036697,           0.0036697
                 192,            0.017146,            0.016798,            0.003111,             0.78964,             0.62831,             0.68156,             0.45956,            0.039033,            0.036588,            0.016945,           0.0036267,           0.0036267,           0.0036267
                 193,            0.016776,            0.015998,            0.002925,             0.81523,             0.61824,             0.69041,             0.46457,            0.038677,            0.036038,            0.016293,            0.003584,            0.003584,            0.003584
                 194,            0.016708,             0.01637,           0.0029027,             0.78825,              0.6302,             0.68933,             0.46375,            0.038577,            0.036269,            0.016278,           0.0035415,           0.0035415,           0.0035415
                 195,            0.016584,            0.015997,           0.0028997,             0.81675,              0.6107,             0.68975,             0.46312,            0.038594,            0.036684,            0.016281,           0.0034991,           0.0034991,           0.0034991
                 196,            0.016621,            0.016248,           0.0030711,             0.81431,             0.61875,             0.69294,             0.46613,            0.038567,            0.036439,            0.016149,            0.003457,            0.003457,            0.003457
                 197,            0.016545,             0.01576,           0.0028233,             0.79146,             0.63606,             0.69179,             0.46718,            0.038476,            0.036249,             0.01604,           0.0034152,           0.0034152,           0.0034152
                 198,            0.016644,            0.016177,           0.0027602,             0.81557,             0.61634,             0.68925,             0.46396,            0.038489,            0.036414,            0.016007,           0.0033735,           0.0033735,           0.0033735
                 199,            0.016535,            0.015946,           0.0028648,             0.80105,             0.61979,             0.68689,             0.46396,            0.038698,            0.036622,            0.016282,           0.0033321,           0.0033321,           0.0033321
                 200,            0.016194,            0.015545,           0.0027893,             0.77138,             0.63613,             0.68712,             0.46527,            0.038763,            0.036616,            0.016269,           0.0032909,           0.0032909,           0.0032909
                 201,            0.016407,            0.015903,           0.0027877,             0.76541,             0.64041,             0.68546,             0.46563,             0.03892,            0.036845,            0.016353,             0.00325,             0.00325,             0.00325
                 202,            0.016194,            0.015618,           0.0028297,             0.80726,             0.61732,             0.68571,             0.46416,            0.038981,            0.037165,            0.016429,           0.0032093,           0.0032093,           0.0032093
                 203,             0.01633,            0.015883,           0.0026646,             0.78222,             0.63502,             0.68822,             0.46607,            0.038917,            0.037141,            0.016278,           0.0031689,           0.0031689,           0.0031689
                 204,            0.016316,            0.015568,           0.0028004,             0.81388,             0.61915,             0.69018,             0.46736,            0.038939,            0.036968,            0.016248,           0.0031287,           0.0031287,           0.0031287
                 205,             0.01587,            0.015929,           0.0026082,             0.78048,              0.6437,             0.68983,             0.46687,             0.03898,            0.036709,            0.016026,           0.0030888,           0.0030888,           0.0030888
                 206,            0.015973,            0.015251,           0.0026865,             0.78084,             0.63826,              0.6887,             0.46593,            0.039109,            0.036942,            0.016253,           0.0030491,           0.0030491,           0.0030491
                 207,            0.016267,            0.015547,           0.0026156,             0.79357,              0.6256,             0.68744,              0.4656,            0.039016,            0.037313,            0.016503,           0.0030097,           0.0030097,           0.0030097
                 208,            0.016175,            0.015311,           0.0025404,             0.79663,             0.62848,             0.68912,             0.46609,            0.038795,             0.03724,             0.01641,           0.0029706,           0.0029706,           0.0029706
                 209,            0.015843,             0.01526,            0.002681,             0.78821,              0.6301,             0.68991,             0.46663,            0.038786,             0.03748,            0.016415,           0.0029318,           0.0029318,           0.0029318
                 210,            0.015818,            0.015047,           0.0024688,             0.80001,              0.6187,             0.68765,              0.4667,            0.038825,             0.03783,            0.016402,           0.0028932,           0.0028932,           0.0028932
                 211,            0.015922,            0.015143,           0.0027551,             0.79719,             0.62015,             0.68699,             0.46452,            0.038823,            0.037947,            0.016361,            0.002855,            0.002855,            0.002855
                 212,             0.01571,            0.015673,           0.0027409,             0.79356,             0.62407,             0.68765,             0.46478,            0.038828,            0.037809,            0.016239,            0.002817,            0.002817,            0.002817
                 213,            0.015755,            0.015722,           0.0027006,             0.79374,              0.6274,              0.6874,             0.46577,            0.038817,             0.03788,            0.015999,           0.0027793,           0.0027793,           0.0027793
                 214,            0.015462,            0.015117,            0.002622,             0.79463,             0.62729,             0.68738,             0.46608,            0.038866,            0.037942,            0.015957,           0.0027419,           0.0027419,           0.0027419
                 215,            0.015439,            0.015164,           0.0026102,             0.79287,             0.62196,             0.68843,             0.46744,            0.038888,            0.037878,            0.016145,           0.0027048,           0.0027048,           0.0027048
                 216,            0.015287,            0.014813,            0.002705,              0.7567,             0.64282,             0.68788,             0.46616,            0.038945,            0.037976,            0.016318,           0.0026681,           0.0026681,           0.0026681
                 217,            0.015213,            0.014721,           0.0023521,             0.80668,             0.61275,             0.68671,             0.46629,             0.03896,            0.038321,            0.016572,           0.0026316,           0.0026316,           0.0026316
                 218,            0.015164,            0.014869,           0.0024509,             0.80278,             0.61066,             0.68454,             0.46421,            0.039048,            0.038486,            0.016891,           0.0025954,           0.0025954,           0.0025954
                 219,            0.015382,            0.014789,           0.0026131,             0.80295,             0.61124,             0.68248,             0.46172,            0.039064,            0.038864,            0.017006,           0.0025596,           0.0025596,           0.0025596
                 220,            0.015404,            0.015287,           0.0025861,               0.791,              0.6204,             0.68473,             0.46274,            0.039007,            0.038961,            0.016915,           0.0025241,           0.0025241,           0.0025241
                 221,            0.015147,            0.014875,            0.002447,             0.77419,             0.62894,             0.68468,             0.46464,             0.03899,            0.038963,            0.016902,           0.0024889,           0.0024889,           0.0024889
                 222,            0.015041,            0.014571,           0.0025727,             0.75406,             0.64327,              0.6855,             0.46503,            0.038954,            0.038694,            0.016831,           0.0024541,           0.0024541,           0.0024541
                 223,            0.014792,            0.014844,           0.0023055,             0.79201,             0.61841,             0.68553,             0.46425,            0.039095,             0.03886,             0.01695,           0.0024195,           0.0024195,           0.0024195
                 224,            0.014922,            0.014702,           0.0024543,             0.78674,             0.62201,             0.68634,             0.46513,            0.039088,            0.038837,            0.017044,           0.0023854,           0.0023854,           0.0023854
                 225,            0.014874,            0.014904,           0.0022789,             0.79612,             0.61989,             0.68663,              0.4655,            0.039052,            0.038581,            0.017044,           0.0023515,           0.0023515,           0.0023515
                 226,            0.014887,            0.014629,           0.0023959,             0.81237,             0.60762,             0.68617,             0.46512,             0.03904,            0.038463,            0.017014,            0.002318,            0.002318,            0.002318
                 227,            0.014696,            0.014828,           0.0022478,             0.80431,               0.616,             0.68674,             0.46638,            0.039011,            0.038471,            0.017068,           0.0022849,           0.0022849,           0.0022849
                 228,            0.014658,             0.01432,           0.0024657,             0.79909,             0.61878,              0.6893,             0.46892,            0.038994,             0.03846,            0.016998,           0.0022521,           0.0022521,           0.0022521
                 229,            0.014708,            0.014382,           0.0022647,             0.80484,              0.6177,             0.69024,             0.47035,             0.03899,            0.038408,            0.016851,           0.0022196,           0.0022196,           0.0022196
                 230,            0.014893,            0.014428,           0.0023214,             0.81934,             0.60735,              0.6901,             0.47098,            0.039074,              0.0386,            0.016925,           0.0021876,           0.0021876,           0.0021876
                 231,            0.014651,             0.01455,           0.0024013,              0.8008,              0.6185,             0.69176,             0.47161,            0.039071,             0.03862,            0.016904,           0.0021558,           0.0021558,           0.0021558
                 232,            0.014479,            0.014239,           0.0024221,             0.81944,              0.6104,             0.69127,             0.47107,            0.039065,            0.038784,            0.017014,           0.0021245,           0.0021245,           0.0021245
                 233,            0.014568,               0.014,           0.0022598,             0.80016,             0.62073,             0.68991,             0.47153,            0.039077,            0.039006,            0.017154,           0.0020935,           0.0020935,           0.0020935
                 234,            0.014706,             0.01446,           0.0022599,              0.7954,             0.62019,             0.68693,             0.46956,            0.039108,            0.039254,            0.017255,           0.0020629,           0.0020629,           0.0020629
                 235,             0.01424,            0.014085,           0.0021738,             0.79446,             0.61871,              0.6851,             0.46858,            0.039209,            0.039486,            0.017423,           0.0020327,           0.0020327,           0.0020327
                 236,             0.01454,            0.013918,           0.0022208,             0.79834,             0.61626,             0.68494,             0.46767,            0.039244,              0.0396,            0.017606,           0.0020028,           0.0020028,           0.0020028
                 237,            0.014359,            0.014204,           0.0022502,             0.78968,             0.62213,             0.68596,             0.46827,            0.039279,            0.039478,            0.017647,           0.0019734,           0.0019734,           0.0019734
                 238,            0.014384,            0.013947,           0.0023322,             0.79091,             0.62392,             0.68824,             0.46832,            0.039278,            0.039423,            0.017602,           0.0019443,           0.0019443,           0.0019443
                 239,            0.014475,            0.014053,           0.0022859,             0.78028,             0.62937,              0.6883,               0.468,            0.039188,             0.03953,            0.017513,           0.0019156,           0.0019156,           0.0019156
                 240,            0.014403,            0.014061,           0.0022793,             0.77374,             0.63391,             0.68842,             0.46824,            0.039121,            0.039424,            0.017365,           0.0018873,           0.0018873,           0.0018873
                 241,              0.0145,            0.014118,           0.0022429,             0.79331,             0.62782,              0.6909,             0.46992,            0.039071,            0.039446,            0.017298,           0.0018594,           0.0018594,           0.0018594
                 242,            0.014022,            0.013902,           0.0022364,             0.80505,             0.62386,             0.69139,             0.47036,            0.039083,            0.039536,            0.017233,           0.0018319,           0.0018319,           0.0018319
                 243,            0.014445,            0.014021,           0.0024718,             0.79111,              0.6332,             0.69361,              0.4713,             0.03908,            0.039677,            0.017288,           0.0018048,           0.0018048,           0.0018048
                 244,            0.014121,            0.013732,           0.0021965,             0.83099,             0.61169,             0.69419,             0.47209,            0.039061,            0.039743,            0.017329,           0.0017781,           0.0017781,           0.0017781
                 245,            0.013998,             0.01358,           0.0022142,             0.79632,             0.62915,              0.6952,             0.47289,             0.03906,            0.039702,            0.017269,           0.0017519,           0.0017519,           0.0017519
                 246,            0.014071,            0.014075,           0.0022963,              0.7989,             0.62551,             0.69492,             0.47271,            0.039022,            0.039557,            0.017195,            0.001726,            0.001726,            0.001726
                 247,            0.013712,            0.013463,           0.0020861,             0.80525,             0.62295,             0.69304,             0.47171,            0.039076,            0.039653,            0.017219,           0.0017005,           0.0017005,           0.0017005
                 248,               0.014,            0.013737,            0.002089,             0.82344,             0.61317,             0.69239,             0.47169,            0.039145,            0.039773,            0.017287,           0.0016755,           0.0016755,           0.0016755
                 249,            0.013765,            0.013385,           0.0019204,             0.81159,             0.61819,             0.69114,             0.47202,            0.039155,            0.039877,            0.017422,           0.0016509,           0.0016509,           0.0016509
                 250,            0.013955,            0.013828,           0.0022724,             0.81447,             0.61663,             0.69068,             0.47201,            0.039138,            0.039928,            0.017461,           0.0016267,           0.0016267,           0.0016267
                 251,             0.01367,            0.013746,           0.0020739,             0.80778,             0.61977,             0.69116,             0.47306,            0.039125,            0.040013,            0.017495,           0.0016029,           0.0016029,           0.0016029
                 252,            0.013924,            0.013895,           0.0022468,             0.81541,              0.6143,             0.69239,             0.47328,            0.039053,            0.039832,            0.017399,           0.0015795,           0.0015795,           0.0015795
                 253,            0.013848,             0.01337,           0.0022944,             0.81364,             0.61457,             0.69208,             0.47248,            0.039054,            0.039855,             0.01742,           0.0015566,           0.0015566,           0.0015566
                 254,            0.013965,            0.013303,           0.0021363,             0.81855,              0.6154,             0.69398,             0.47276,            0.039036,            0.039862,            0.017432,           0.0015341,           0.0015341,           0.0015341
                 255,            0.013909,            0.013376,           0.0021255,             0.78785,             0.63038,             0.69395,             0.47272,            0.039031,             0.03977,            0.017453,           0.0015121,           0.0015121,           0.0015121
                 256,            0.013376,            0.013312,           0.0019842,             0.81473,             0.61587,             0.69454,             0.47308,            0.039002,            0.039672,            0.017437,           0.0014905,           0.0014905,           0.0014905
                 257,            0.013553,            0.013261,           0.0020682,             0.81121,             0.61555,             0.69433,             0.47375,            0.038951,            0.039632,            0.017388,           0.0014693,           0.0014693,           0.0014693
                 258,            0.013693,            0.013961,           0.0020867,             0.78852,             0.62906,             0.69574,              0.4742,            0.038897,            0.039586,             0.01733,           0.0014486,           0.0014486,           0.0014486
                 259,            0.013372,            0.013215,           0.0019705,             0.78869,              0.6306,             0.69571,              0.4742,            0.038924,            0.039749,            0.017411,           0.0014283,           0.0014283,           0.0014283
                 260,            0.013548,            0.013928,           0.0019747,             0.80005,             0.62106,             0.69398,              0.4733,            0.038957,            0.039925,             0.01753,           0.0014084,           0.0014084,           0.0014084
                 261,            0.013528,            0.012968,           0.0020334,              0.7958,             0.62262,             0.69374,             0.47337,            0.038958,            0.040021,            0.017596,            0.001389,            0.001389,            0.001389
                 262,             0.01342,            0.013384,           0.0021342,             0.80884,             0.61519,              0.6938,             0.47239,            0.038949,            0.040113,            0.017585,           0.0013701,           0.0013701,           0.0013701
                 263,            0.013269,             0.01305,           0.0019152,             0.80217,             0.61846,             0.69295,             0.47217,            0.038948,            0.040092,            0.017579,           0.0013516,           0.0013516,           0.0013516
                 264,            0.013418,            0.013379,           0.0021109,             0.81569,             0.61159,             0.69412,             0.47355,            0.038991,             0.04018,            0.017611,           0.0013336,           0.0013336,           0.0013336
                 265,            0.013401,            0.013186,           0.0020608,             0.81731,             0.61138,             0.69359,              0.4741,            0.039032,            0.040241,            0.017664,            0.001316,            0.001316,            0.001316
                 266,            0.013245,            0.013246,           0.0018808,             0.79661,             0.62129,             0.69396,             0.47383,            0.038998,            0.040204,            0.017649,           0.0012989,           0.0012989,           0.0012989
                 267,             0.01302,            0.012825,           0.0019608,              0.8036,             0.61939,             0.69508,             0.47521,            0.038985,            0.040232,            0.017606,           0.0012822,           0.0012822,           0.0012822
                 268,            0.013361,            0.013132,           0.0019694,             0.79961,             0.62279,             0.69585,             0.47606,            0.038978,            0.040237,            0.017607,            0.001266,            0.001266,            0.001266
                 269,            0.013356,            0.013263,           0.0019782,             0.81121,             0.61675,             0.69535,              0.4758,             0.03901,            0.040426,            0.017725,           0.0012503,           0.0012503,           0.0012503
                 270,            0.013132,            0.013041,           0.0019649,             0.77806,              0.6343,             0.69443,              0.4754,            0.039034,            0.040616,            0.017813,            0.001235,            0.001235,            0.001235
                 271,            0.013168,            0.012854,           0.0020413,             0.81409,             0.61193,             0.69428,             0.47496,            0.039067,            0.040799,            0.017878,           0.0012202,           0.0012202,           0.0012202
                 272,            0.013033,            0.013037,           0.0019441,              0.8103,             0.61286,             0.69305,             0.47459,            0.039093,            0.040975,             0.01795,           0.0012059,           0.0012059,           0.0012059
                 273,             0.01324,            0.012854,           0.0021013,             0.81568,              0.6082,             0.69326,             0.47465,            0.039134,            0.041018,            0.018038,           0.0011921,           0.0011921,           0.0011921
                 274,            0.013167,            0.013296,           0.0019913,             0.82354,              0.6043,             0.69418,             0.47508,            0.039151,            0.041024,            0.018073,           0.0011787,           0.0011787,           0.0011787
                 275,            0.013167,            0.012861,           0.0020609,             0.82056,             0.60633,             0.69436,             0.47501,            0.039188,            0.041007,            0.018054,           0.0011658,           0.0011658,           0.0011658
                 276,             0.01339,            0.013072,           0.0019395,             0.80917,             0.61327,             0.69486,             0.47528,            0.039189,            0.041006,            0.017997,           0.0011533,           0.0011533,           0.0011533
                 277,            0.013164,            0.013226,           0.0018685,             0.80375,             0.61698,             0.69511,             0.47558,            0.039207,            0.041029,            0.017976,           0.0011414,           0.0011414,           0.0011414
                 278,            0.012816,            0.012469,           0.0018048,             0.81445,               0.612,             0.69436,             0.47508,            0.039251,            0.041106,            0.018041,           0.0011299,           0.0011299,           0.0011299
                 279,            0.012957,            0.012502,            0.001828,             0.80837,             0.61556,              0.6937,             0.47437,            0.039287,            0.041136,            0.018098,           0.0011189,           0.0011189,           0.0011189
                 280,            0.012936,            0.012808,           0.0019271,             0.81143,             0.61388,             0.69385,             0.47489,            0.039289,            0.041124,            0.018084,           0.0011084,           0.0011084,           0.0011084
                 281,            0.013217,            0.013014,           0.0018428,              0.8121,             0.61313,             0.69347,             0.47459,            0.039304,            0.041121,            0.018078,           0.0010983,           0.0010983,           0.0010983
                 282,             0.01291,             0.01256,           0.0019271,             0.81648,             0.61062,             0.69287,             0.47459,            0.039341,            0.041195,            0.018088,           0.0010888,           0.0010888,           0.0010888
                 283,            0.012572,            0.012334,           0.0017253,             0.82282,             0.60519,             0.69244,             0.47435,            0.039367,            0.041227,            0.018077,           0.0010797,           0.0010797,           0.0010797
                 284,            0.012993,            0.012918,           0.0019317,             0.82293,             0.60493,             0.69215,             0.47357,            0.039383,            0.041257,             0.01808,           0.0010711,           0.0010711,           0.0010711
                 285,            0.012622,            0.012735,           0.0017956,             0.80743,             0.61173,             0.69155,             0.47347,            0.039394,            0.041308,            0.018102,            0.001063,            0.001063,            0.001063
                 286,            0.012682,            0.012353,           0.0018521,             0.80664,             0.61179,             0.69084,             0.47296,             0.03941,            0.041379,            0.018135,           0.0010554,           0.0010554,           0.0010554
                 287,            0.012861,            0.012775,           0.0018352,             0.81806,             0.60549,             0.69111,             0.47281,              0.0394,            0.041402,            0.018157,           0.0010483,           0.0010483,           0.0010483
                 288,            0.012794,             0.01279,           0.0019306,             0.81828,             0.60494,             0.69106,             0.47342,            0.039365,            0.041357,            0.018121,           0.0010416,           0.0010416,           0.0010416
                 289,            0.012902,            0.012918,           0.0017216,             0.81303,             0.60802,             0.69112,             0.47305,            0.039363,            0.041328,            0.018085,           0.0010355,           0.0010355,           0.0010355
                 290,            0.012804,            0.012661,           0.0017632,             0.81081,             0.60932,             0.69071,             0.47269,            0.039363,            0.041316,            0.018083,           0.0010298,           0.0010298,           0.0010298
                 291,            0.012694,            0.012343,           0.0017988,              0.8086,              0.6099,             0.69052,             0.47292,            0.039355,            0.041297,            0.018055,           0.0010247,           0.0010247,           0.0010247
                 292,            0.012775,             0.01296,           0.0020067,             0.80313,             0.61188,              0.6901,             0.47241,            0.039347,            0.041339,            0.018041,             0.00102,             0.00102,             0.00102
                 293,            0.012719,            0.012525,           0.0018564,              0.8126,              0.6079,             0.69072,             0.47232,            0.039354,            0.041411,            0.018039,           0.0010158,           0.0010158,           0.0010158
                 294,            0.012622,            0.012644,           0.0017349,             0.80445,             0.61273,             0.69135,             0.47274,            0.039343,            0.041446,            0.018027,           0.0010121,           0.0010121,           0.0010121
                 295,            0.012816,            0.012632,           0.0018941,             0.80998,             0.60997,             0.69146,             0.47264,            0.039332,            0.041472,            0.017986,           0.0010089,           0.0010089,           0.0010089
                 296,            0.012421,            0.012489,           0.0017172,             0.80707,             0.61145,             0.69144,             0.47274,            0.039326,            0.041513,            0.017969,           0.0010062,           0.0010062,           0.0010062
                 297,            0.012779,            0.012758,           0.0019257,             0.80584,             0.61208,             0.69102,             0.47281,            0.039332,            0.041515,            0.017976,           0.0010039,           0.0010039,           0.0010039
                 298,            0.012703,            0.012442,           0.0018745,             0.80731,             0.61105,             0.69048,             0.47232,            0.039327,            0.041552,               0.018,           0.0010022,           0.0010022,           0.0010022
                 299,             0.01259,             0.01262,           0.0017358,             0.80109,             0.61356,             0.68956,              0.4717,            0.039336,            0.041595,            0.018049,            0.001001,            0.001001,            0.001001
